transaction_id,amount,location,device,payment_method,hour,avg_amount,amount_ratio,new_device,location_change,transactions_last_10min,is_fraud,created_at
TXN10058,1144.19,New York,iPhone 15,Net Banking,22,1500.0,0.76,0,1,3,0,2026-08-16 22:09:09
TXN10059,18602.66,New York,Android Device,Debit Card,17,2500.0,7.44,1,1,4,1,2026-08-16 17:49:33
TXN10060,6386.0,Mumbai,Samsung S24,Credit Card,20,5000.0,1.28,0,0,1,0,2026-08-16 20:16:42
TXN10061,3776.1,Mumbai,Unknown Web Client,Debit Card,12,2500.0,1.51,1,0,3,0,2026-08-16 12:45:18
TXN10062,10897.9,New York,Android Device,UPI,23,2500.0,4.36,1,1,9,1,2026-08-16 23:27:07
TXN10063,5079.82,Delhi,Chrome Windows,Net Banking,9,3500.0,1.45,0,0,1,0,2026-08-16 09:44:25
TXN10064,21506.18,Pune,iPhone 15,Net Banking,8,5000.0,4.3,0,0,1,0,2026-08-16 08:48:43
TXN10065,2209.15,Delhi,iPhone 15,Debit Card,21,2500.0,0.88,0,0,2,0,2026-08-16 21:30:22
TXN10066,13700.22,Delhi,iPhone 15,Net Banking,12,12000.0,1.14,0,0,1,0,2026-08-16 12:29:05
TXN10067,2215.95,Pune,Safari macOS,UPI,5,1500.0,1.48,0,0,1,0,2026-08-16 05:26:03
TXN10068,6604.64,Delhi,Safari macOS,UPI,21,8000.0,0.83,0,0,1,0,2026-08-16 21:07:01
TXN10069,3249.49,Hyderabad,Samsung S24,Net Banking,20,3500.0,0.93,0,0,1,0,2026-08-16 20:31:59
TXN10070,2248.42,Pune,Samsung S24,Net Banking,22,3500.0,0.64,0,0,1,0,2026-08-16 22:55:04
TXN10071,3098.62,Pune,Safari macOS,Debit Card,15,5000.0,0.62,0,0,1,0,2026-08-16 15:55:09
TXN10072,4844.16,Mumbai,Safari macOS,Debit Card,19,3500.0,1.38,0,0,1,0,2026-08-16 19:14:54
TXN10073,141045.25,Chennai,Unknown Web Client,Debit Card,2,12000.0,11.75,1,1,2,1,2026-08-16 02:55:06
TXN10074,30824.31,London,Android Device,Net Banking,23,5000.0,6.16,1,1,2,1,2026-08-16 23:04:30
TXN10075,20643.54,Delhi,iPhone 15,UPI,9,12000.0,1.72,0,0,2,0,2026-08-16 09:39:04
TXN10076,3400.62,Bangalore,iPhone 15,Credit Card,0,3500.0,0.97,0,0,1,0,2026-08-16 00:02:20
TXN10077,5228.77,Hyderabad,Safari macOS,UPI,14,3500.0,1.49,0,0,1,0,2026-08-16 14:39:43
TXN10078,9245.12,Delhi,Chrome Windows,UPI,21,8000.0,1.16,0,0,1,0,2026-08-16 21:43:34
TXN10079,26080.49,Singapore,Unknown Web Client,Debit Card,20,3500.0,7.45,1,1,9,1,2026-08-16 20:12:24
TXN10080,3862.79,Pune,iPhone 15,Debit Card,16,5000.0,0.77,0,0,2,0,2026-08-16 16:58:38
TXN10081,4044.35,Mumbai,iPhone 15,Credit Card,14,3500.0,1.16,0,0,1,0,2026-08-16 14:57:40
TXN10082,9250.27,Delhi,Samsung S24,Net Banking,18,5000.0,1.85,0,0,1,0,2026-08-16 18:12:08
TXN10083,3450.2,Bangalore,iPhone 15,UPI,15,3500.0,0.99,0,0,1,0,2026-08-16 15:29:04
TXN10084,4674.62,Delhi,iPhone 15,Credit Card,19,2500.0,1.87,0,0,2,0,2026-08-16 19:16:34
TXN10085,4208.09,Mumbai,Safari macOS,Net Banking,15,12000.0,0.35,0,0,2,0,2026-08-16 15:01:39
TXN10086,3473.11,Hyderabad,iPhone 15,Credit Card,21,2500.0,1.39,0,0,2,0,2026-08-16 21:19:31
TXN10087,11433.06,London,Unknown Web Client,UPI,11,8000.0,1.43,1,1,15,1,2026-08-16 11:37:47
TXN10088,12425.19,Bangalore,Samsung S24,UPI,22,12000.0,1.04,0,0,1,0,2026-08-16 22:28:28
TXN10089,1330.91,Bangalore,Samsung S24,Debit Card,4,1500.0,0.89,0,0,2,0,2026-08-16 04:07:54
TXN10090,14168.86,Mumbai,Android Device,UPI,1,2500.0,5.67,1,0,12,1,2026-08-16 01:04:53
TXN10091,2593.47,Mumbai,Samsung S24,UPI,11,2500.0,1.04,0,0,1,0,2026-08-16 11:34:16
TXN10092,6643.18,Mumbai,Safari macOS,Credit Card,18,1500.0,4.43,0,0,1,0,2026-08-16 18:33:07
TXN10093,3205.58,Pune,Chrome Windows,Credit Card,10,3500.0,0.92,0,0,1,0,2026-08-16 10:29:41
TXN10094,56839.53,Hyderabad,Android Device,UPI,4,5000.0,11.37,1,0,3,1,2026-08-16 04:20:38
TXN10095,23284.74,Singapore,Unknown Web Client,Credit Card,12,3500.0,6.65,1,1,10,1,2026-08-16 12:06:50
TXN10096,13842.61,Delhi,Safari macOS,Credit Card,13,12000.0,1.15,0,0,2,0,2026-08-16 13:26:46
TXN10097,6321.27,Hyderabad,iPhone 15,Net Banking,18,3500.0,1.81,0,0,3,0,2026-08-16 18:27:06
TXN10098,6502.15,Hyderabad,Chrome Windows,Net Banking,17,8000.0,0.81,0,0,2,0,2026-08-16 17:38:19
TXN10099,5789.49,Bangalore,Samsung S24,Credit Card,22,8000.0,0.72,0,0,2,0,2026-08-16 22:51:27
TXN10100,9817.87,Bangalore,Android Device,UPI,15,12000.0,0.82,1,0,1,0,2026-08-16 15:11:55
